Residence_tourisme;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-12-20;29,00;10,15;39,15;31,90;8,70;2,00;5,00;25,00;7,00
2020-12-27;24,00;0,00;0,00;4,50;13,50;4,00;27,00;10,00;6,00
2021-01-03;48,00;0,00;22,59;11,29;21,18;0,00;5,00;15,00;7,00
2021-01-10;38,00;19,00;0,00;10,23;13,15;0,00;15,00;17,00;6,00
2021-01-17;37,00;10,36;57,72;28,12;13,32;2,00;5,00;13,00;7,00
2021-01-24;25,00;29,41;22,06;13,24;27,94;8,00;5,00;17,00;8,00
2021-01-31;38,00;9,85;21,11;19,70;14,07;0,00;0,00;19,00;5,00
2021-02-07;44,00;9,94;11,35;15,61;19,87;0,00;5,00;30,00;6,00
2021-02-14;41,00;19,79;11,31;21,21;15,55;0,00;10,00;11,00;5,00
2021-02-21;29,00;30,45;11,60;30,45;7,25;2,00;5,00;19,00;7,00
2021-02-28;30,00;20,00;45,71;8,57;28,57;2,00;10,00;9,00;6,00
2021-03-07;47,00;19,09;0,00;20,56;16,16;2,00;5,00;13,00;9,00
2021-03-14;49,00;27,38;21,62;41,79;38,91;2,00;9,00;30,00;8,00
2021-03-21;32,00;20,36;23,27;32,00;27,64;4,00;5,00;30,00;10,00
2021-03-28;18,00;0,00;0,00;38,77;27,69;0,00;15,00;23,00;7,00
2021-04-04;24,00;9,88;35,29;18,35;25,41;7,00;0,00;22,00;12,00
2021-04-11;37,00;0,00;11,38;35,58;25,62;13,00;0,00;37,00;10,00
2021-04-18;48,00;0,00;36,36;29,09;40,73;11,00;0,00;36,00;14,00
2021-04-25;31,00;10,33;11,81;23,62;42,81;13,00;5,00;43,00;15,00
2021-05-02;58,00;27,55;23,20;14,50;29,00;2,00;0,00;31,00;19,00
2021-05-09;62,00;10,09;11,53;36,05;43,26;8,00;15,00;38,00;14,00
2021-05-16;65,00;18,78;0,00;37,56;63,56;11,00;5,00;41,00;17,00
2021-05-23;63,00;58,70;24,34;11,45;71,59;13,00;15,00;16,00;10,00
2021-05-30;46,00;38,81;23,00;25,88;80,50;9,00;16,00;33,00;10,00
2021-06-06;61,00;19,86;0,00;11,35;63,84;15,00;31,00;19,00;9,00
2021-06-13;44,00;18,45;11,35;39,74;80,90;23,00;19,00;36,00;17,00
2021-06-20;46,00;67,56;11,50;31,63;102,06;30,00;5,00;18,00;11,00
2021-06-27;49,00;10,09;23,06;27,38;86,47;23,00;40,00;23,00;13,00
2021-07-04;66,00;41,61;35,87;37,30;100,43;14,00;26,00;30,00;13,00
2021-07-11;60,00;42,86;61,43;40,00;75,71;14,00;16,00;21,00;11,00
2021-07-18;64,00;46,93;12,80;19,91;113,78;5,00;34,00;16,00;12,00
2021-07-25;66,00;11,48;40,17;18,65;101,87;12,00;38,00;23,00;10,00
2021-08-01;100,00;43,48;53,62;42,03;75,36;23,00;34,00;32,00;14,00
2021-08-08;84,00;66,92;52,68;32,75;128,14;7,00;34,00;36,00;15,00
2021-08-15;88,00;21,64;24,52;15,87;83,67;12,00;28,00;19,00;15,00
2021-08-22;72,00;44,64;25,92;17,28;30,24;14,00;29,00;24,00;11,00
2021-08-29;48,00;56,73;13,09;33,45;42,18;12,00;17,00;12,00;12,00
2021-09-05;57,00;22,80;12,83;17,10;34,20;17,00;35,00;26,00;13,00
2021-09-12;32,00;46,55;13,09;18,91;45,09;5,00;6,00;28,00;14,00
2021-09-19;45,00;34,84;13,06;24,68;43,55;5,00;29,00;24,00;10,00
2021-09-26;49,00;11,53;12,97;31,71;47,56;0,00;11,00;35,00;12,00
2021-10-03;63,00;15,75;37,23;25,77;30,07;7,00;20,00;16,00;9,00
2021-10-10;79,00;0,00;25,85;18,67;24,42;3,00;7,00;25,00;11,00
2021-10-17;69,00;14,38;17,25;14,38;28,75;8,00;15,00;34,00;13,00
2021-10-24;65,00;21,67;0,00;18,78;18,78;7,00;11,00;30,00;14,00
2021-10-31;73,00;37,22;8,59;21,47;28,63;5,00;14,00;17,00;8,00
2021-11-07;42,00;7,24;24,62;10,14;8,69;2,00;0,00;29,00;8,00
2021-11-14;42,00;14,48;24,62;18,83;27,52;3,00;4,00;18,00;8,00
2021-11-21;44,00;19,87;15,61;15,61;32,65;2,00;3,00;24,00;11,00
2021-11-28;31,00;7,38;16,24;10,33;14,76;2,00;10,00;25,00;8,00
2021-12-05;65,00;14,44;15,89;15,89;13,00;12,00;4,00;27,00;10,00
2021-12-12;57,00;24,85;38,00;14,62;20,46;6,00;0,00;20,00;5,00
