Semaine;Polynesie (PF);Nouvelle Caledonie (NC);Fidji (FJ);Vanuatu (VU);Iles Cook (CK)
2020-11-29;32,00;6,00;6,00;0,00;0,00
2020-12-06;54,00;7,00;5,00;0,00;0,00
2020-12-13;48,00;5,00;5,00;0,00;0,00
2020-12-20;40,00;11,00;1,00;0,00;1,00
2020-12-27;57,00;12,00;3,00;0,00;0,00
2021-01-03;51,00;8,00;1,00;1,00;0,00
2021-01-10;58,00;9,00;3,00;3,00;0,00
2021-01-17;47,00;11,00;1,00;1,00;1,00
2021-01-24;48,00;9,00;0,00;0,00;0,00
2021-01-31;29,00;10,00;5,00;0,00;0,00
2021-02-07;29,00;5,00;2,00;0,00;1,00
2021-02-14;38,00;15,00;0,00;0,00;0,00
2021-02-21;40,00;13,00;3,00;0,00;0,00
2021-02-28;37,00;13,00;4,00;0,00;0,00
2021-03-07;49,00;7,00;7,00;0,00;1,00
2021-03-14;56,00;5,00;2,00;0,00;0,00
2021-03-21;42,00;4,00;3,00;0,00;0,00
2021-03-28;33,00;5,00;4,00;0,00;0,00
2021-04-04;56,00;7,00;2,00;0,00;1,00
2021-04-11;38,00;9,00;4,00;4,00;0,00
2021-04-18;50,00;8,00;4,00;1,00;1,00
2021-04-25;35,00;6,00;3,00;0,00;2,00
2021-05-02;42,00;4,00;6,00;0,00;1,00
2021-05-09;39,00;11,00;5,00;4,00;1,00
2021-05-16;45,00;2,00;6,00;0,00;1,00
2021-05-23;44,00;1,00;1,00;0,00;0,00
2021-05-30;50,00;5,00;1,00;0,00;3,00
2021-06-06;48,00;6,00;0,00;1,00;0,00
2021-06-13;45,00;6,00;1,00;3,00;1,00
2021-06-20;55,00;4,00;3,00;0,00;0,00
2021-06-27;50,00;9,00;3,00;0,00;0,00
2021-07-04;49,00;6,00;1,00;0,00;0,00
2021-07-11;51,00;3,00;1,00;1,00;0,00
2021-07-18;59,00;7,00;4,00;0,00;1,00
2021-07-25;83,00;11,00;5,00;0,00;1,00
2021-08-01;61,00;4,00;4,00;3,00;0,00
2021-08-08;85,00;1,00;3,00;3,00;0,00
2021-08-15;100,00;8,00;3,00;0,00;0,00
2021-08-22;64,00;9,00;4,00;1,00;0,00
2021-08-29;61,00;10,00;1,00;0,00;0,00
2021-09-05;60,00;8,00;1,00;1,00;1,00
2021-09-12;40,00;12,00;7,00;0,00;0,00
2021-09-19;56,00;11,00;1,00;0,00;0,00
2021-09-26;21,00;5,00;7,00;0,00;0,00
2021-10-03;46,00;5,00;2,00;0,00;1,00
2021-10-10;46,00;8,00;8,00;1,00;1,00
2021-10-17;30,00;6,00;5,00;0,00;0,00
2021-10-24;35,00;5,00;1,00;0,00;1,00
2021-10-31;37,00;3,00;2,00;0,00;1,00
2021-11-07;61,00;4,00;4,00;0,00;0,00
2021-11-14;42,00;3,00;1,00;0,00;0,00
2021-11-21;46,00;9,00;2,00;1,00;0,00
2021-11-28;41,00;4,00;4,00;1,00;0,00
2021-12-05;45,00;10,00;5,00;0,00;0,00
2021-12-12;46,00;24,00;0,00;0,00;0,00
