Train;FR;BE;CH;DE;ES;IT;NL;GB;US
2020-05-10;21,00;1,00;4,00;1,00;0,50;0,95;15,27;11,45;1,91
2020-05-17;26,00;1,00;4,00;1,00;0,50;0,93;18,57;11,14;1,86
2020-05-24;40,00;5,00;4,00;0,50;0,50;0,91;23,64;14,55;1,82
2020-05-31;54,00;8,00;8,00;2,00;0,50;1,80;23,40;14,40;1,80
2020-06-07;54,00;11,00;5,00;1,00;1,00;1,80;28,80;16,20;3,60
2020-06-14;59,00;17,00;7,00;2,00;0,50;1,84;38,72;22,13;3,69
2020-06-21;67,00;20,00;11,00;2,00;1,00;1,81;41,65;27,16;3,62
2020-06-28;79,00;13,00;11,00;1,00;0,50;1,84;67,98;29,40;3,67
2020-07-05;87,00;18,00;5,00;2,00;0,50;1,85;77,74;33,32;3,70
2020-07-12;78,00;16,00;6,00;2,00;1,00;3,71;81,71;39,00;1,86
2020-07-19;76,00;24,00;11,00;2,00;1,00;1,85;88,98;44,49;3,71
2020-07-26;78,00;9,00;12,00;2,00;2,00;1,81;74,37;47,16;1,81
2020-08-02;85,00;15,00;13,00;2,00;0,50;1,81;65,11;50,64;3,62
2020-08-09;80,00;15,00;8,00;2,00;2,00;3,64;58,18;47,27;3,64
2020-08-16;67,00;11,00;3,00;2,00;1,00;1,86;44,67;48,39;1,86
2020-08-23;58,00;16,00;8,00;2,00;1,00;1,81;63,44;48,94;1,81
2020-08-30;55,00;75,00;4,00;2,00;0,50;1,83;60,50;47,67;3,67
2020-09-06;54,00;31,00;7,00;1,00;1,00;1,80;45,00;43,20;3,60
2020-09-13;49,00;28,00;3,00;1,00;1,00;0,91;50,81;45,37;1,81
2020-09-20;47,00;25,00;4,00;2,00;1,00;1,81;34,35;36,15;1,81
2020-09-27;50,00;18,00;5,00;1,00;1,00;1,85;31,48;33,33;1,85
2020-10-04;52,00;6,00;5,00;1,00;1,00;1,86;33,43;35,29;1,86
2020-10-11;57,00;4,00;9,00;0,50;1,00;0,92;25,74;29,42;3,68
2020-10-18;59,00;8,00;9,00;1,00;0,00;0,92;27,66;29,50;3,69
2020-10-25;40,00;5,00;4,00;1,00;0,00;1,82;20,00;29,09;1,82
2020-11-01;22,00;6,00;1,00;0,50;0,00;0,92;14,67;18,33;1,83
2020-11-08;22,00;2,00;6,00;0,50;0,50;0,92;16,50;18,33;3,67
2020-11-15;27,00;3,00;1,00;1,00;0,50;0,90;18,00;18,00;1,80
2020-11-22;34,00;5,00;2,00;1,00;0,50;1,79;17,89;21,47;1,79
2020-11-29;39,00;6,00;8,00;1,00;1,00;0,93;22,29;26,00;1,86
2020-12-06;43,00;5,00;5,00;1,00;0,50;0,93;24,30;29,91;1,87
2020-12-13;49,00;4,00;3,00;1,00;0,50;0,91;16,33;23,59;3,63
2020-12-20;46,00;9,00;2,00;1,00;1,00;0,92;20,24;16,56;1,84
2020-12-27;46,00;10,00;2,00;1,00;0,50;1,84;20,24;14,72;3,68
2021-01-03;43,00;5,00;7,00;1,00;1,00;0,93;14,96;11,22;1,87
2021-01-10;39,00;6,00;6,00;1,00;0,50;1,86;11,14;11,14;1,86
2021-01-17;38,00;3,00;7,00;1,00;0,00;0,90;7,24;12,67;1,81
2021-01-24;38,00;4,00;5,00;1,00;0,50;0,90;12,67;12,67;1,81
2021-01-31;43,00;4,00;5,00;1,00;0,50;0,93;16,83;16,83;3,74
2021-02-07;50,00;7,00;2,00;1,00;1,00;1,85;11,11;14,81;1,85
2021-02-14;58,00;8,00;6,00;0,50;0,50;0,91;18,13;16,31;3,63
2021-02-21;49,00;4,00;4,00;1,00;0,50;1,81;23,59;21,78;3,63
2021-02-28;50,00;8,00;4,00;1,00;0,50;1,85;14,81;24,07;3,70
2021-03-07;49,00;5,00;1,00;1,00;0,50;0,91;16,33;27,22;3,63
2021-03-14;47,00;6,00;4,00;1,00;0,50;0,94;16,92;28,20;3,76
2021-03-21;40,00;6,00;2,00;0,50;0,00;0,91;18,18;30,91;3,64
2021-03-28;48,00;10,00;4,00;1,00;0,50;0,92;22,15;33,23;3,69
2021-04-04;35,00;6,00;4,00;1,00;1,00;0,92;20,26;36,84;3,68
2021-04-11;35,00;3,00;2,00;1,00;0,00;0,92;16,58;42,37;3,68
2021-04-18;42,00;5,00;5,00;1,00;1,00;1,83;21,91;45,65;3,65
2021-04-25;46,00;6,00;6,00;1,00;1,00;1,84;29,44;51,52;3,68
2021-05-02;64,00;10,00;7,00;1,00;1,00;1,83;38,40;53,03;3,66
2021-05-09;63,00;12,00;3,00;2,00;0,00;1,85;42,62;53,74;3,71
2021-05-16;62,00;7,00;6,00;2,00;1,00;1,82;32,82;63,82;3,65
2021-05-23;62,00;6,00;11,00;2,00;0,50;3,65;47,41;80,24;3,65
2021-05-30;69,00;11,00;4,00;1,00;1,00;3,73;39,16;87,65;3,73
2021-06-06;76,00;9,00;6,00;2,00;2,00;1,85;48,20;83,41;5,56
2021-06-13;75,00;14,00;6,00;2,00;1,00;1,83;53,05;67,68;5,49
2021-06-20;71,00;14,00;9,00;1,00;1,00;1,82;65,54;69,18;5,46
2021-06-27;78,00;15,00;7,00;2,00;0,50;1,86;65,00;68,71;5,57
2021-07-04;88,00;11,00;12,00;2,00;1,00;1,83;75,17;84,33;5,50
2021-07-11;84,00;15,00;12,00;3,00;2,00;1,83;69,39;85,83;5,48
2021-07-18;75,00;15,00;19,00;3,00;2,00;3,66;82,32;89,63;5,49
2021-07-25;78,00;13,00;21,00;2,00;1,00;3,71;89,14;94,71;5,57
2021-08-01;79,00;8,00;12,00;3,00;2,00;5,51;93,70;95,53;3,67
2021-08-08;76,00;4,00;10,00;3,00;2,00;3,71;90,83;100,10;3,71
2021-08-15;72,00;12,00;9,00;2,00;4,00;3,69;96,00;99,69;5,54
2021-08-22;61,00;10,00;11,00;2,00;2,00;3,70;85,03;109,06;3,70
2021-08-29;66,00;6,00;8,00;3,00;1,00;1,83;78,83;91,67;3,67
2021-09-05;65,00;10,00;10,00;1,00;3,00;3,61;72,22;84,86;5,42
2021-09-12;64,00;10,00;11,00;2,00;2,00;3,66;74,97;87,77;3,66
2021-09-19;57,00;11,00;11,00;2,00;2,00;3,68;73,55;91,94;3,68
2021-09-26;66,00;8,00;13,00;2,00;1,00;3,67;77,00;88,00;5,50
2021-10-03;69,00;11,00;9,00;2,00;3,00;3,63;88,97;81,71;5,45
2021-10-10;65,00;12,00;17,00;3,00;3,00;1,81;102,92;88,47;3,61
2021-10-17;76,00;15,00;19,00;2,00;2,00;1,81;88,67;81,43;3,62
2021-10-24;74,00;16,00;11,00;2,00;3,00;1,80;72,20;83,02;3,61
2021-10-31;67,00;16,00;7,00;2,00;1,00;1,81;67,00;68,81;3,62
2021-11-07;58,00;8,00;14,00;1,00;1,00;1,81;65,25;68,88;5,44
2021-11-14;62,00;9,00;12,00;2,00;2,00;1,82;43,76;71,12;3,65
2021-11-21;55,00;11,00;6,00;1,00;2,00;3,67;44,00;67,83;5,50
2021-11-28;54,00;5,00;10,00;1,00;2,00;1,80;34,20;59,40;3,60
2021-12-05;54,00;7,00;10,00;2,00;3,00;0,90;28,80;55,80;3,60
2021-12-12;62,00;10,00;9,00;2,00;0,50;1,82;47,41;56,53;3,65
2021-12-19;56,00;12,00;8,00;2,00;2,00;1,87;31,73;41,07;3,73
2021-12-26;54,00;10,00;14,00;1,00;1,00;3,72;39,10;50,28;3,72
2022-01-02;43,00;6,00;6,00;2,00;1,00;1,79;35,83;50,17;3,58
2022-01-09;40,00;5,00;7,00;2,00;1,00;1,82;34,55;52,73;3,64
2022-01-16;46,00;8,00;10,00;1,00;1,00;1,84;27,60;60,72;3,68
2022-01-23;59,00;6,00;9,00;1,00;2,00;3,69;35,03;59,00;3,69
2022-01-30;65,00;8,00;8,00;1,00;2,00;1,81;45,14;70,42;3,61
2022-02-06;73,00;13,00;13,00;2,00;1,00;1,83;47,45;73,00;3,65
2022-02-13;76,00;14,00;13,00;1,00;1,00;3,62;43,43;70,57;3,62
2022-02-20;75,00;9,00;9,00;1,00;3,00;3,66;53,05;69,51;3,66
2022-02-27;67,00;7,00;11,00;2,00;3,00;1,81;74,24;63,38;5,43
2022-03-06;83,00;15,00;14,00;2,00;1,00;1,84;79,31;68,24;5,53
2022-03-13;81,00;17,00;16,00;4,00;2,00;1,84;71,80;71,80;5,52
2022-03-20;76,00;9,00;7,00;3,00;3,00;1,81;72,38;70,57;5,43
2022-03-27;69,00;8,00;12,00;4,00;3,00;3,63;72,63;72,63;5,45
2022-04-03;77,00;12,00;12,00;4,00;3,00;3,67;71,50;82,50;5,50
2022-04-10;76,00;13,00;27,00;4,00;3,00;3,71;68,59;79,71;5,56
2022-04-17;85,00;12,00;17,00;4,00;2,00;5,54;92,39;147,83;5,54
2022-04-24;73,00;5,00;18,00;4,00;1,00;3,65;107,68;82,13;5,48
