Disney;BE;CH;DE;ES;FR;IT;NL;UK;US
2020-05-31;22,00;6,00;6,00;8,00;19,00;4,00;20,00;9,00;1,00
2020-06-07;14,00;9,00;7,00;8,00;19,00;4,00;15,00;13,00;1,00
2020-06-14;20,00;6,00;8,00;7,00;22,00;4,00;13,00;12,00;1,00
2020-06-21;37,00;6,00;9,00;8,00;32,00;6,00;19,00;16,00;1,00
2020-06-28;26,00;8,00;8,00;9,00;25,00;5,00;15,00;18,00;1,00
2020-07-05;28,00;8,00;12,00;8,00;30,00;3,00;23,00;15,00;1,00
2020-07-12;44,00;6,00;9,00;14,00;42,00;5,00;28,00;15,00;1,00
2020-07-19;34,00;7,00;14,00;8,00;35,00;5,00;26,00;20,00;1,00
2020-07-26;23,00;10,00;11,00;9,00;32,00;6,00;22,00;13,00;1,00
2020-08-02;27,00;4,00;7,00;10,00;37,00;4,87;14,61;11,68;0,97
2020-08-09;33,00;6,00;10,00;9,00;40,00;4,00;14,00;14,00;1,00
2020-08-16;36,00;7,00;9,00;9,00;38,00;5,00;11,00;11,00;1,00
2020-08-23;48,00;10,00;7,00;11,00;35,00;4,00;18,00;10,00;1,00
2020-08-30;29,00;1,00;6,00;12,00;30,00;4,00;12,00;11,00;1,00
2020-09-06;31,00;9,00;5,00;11,00;31,00;4,00;15,00;10,00;1,00
2020-09-13;14,00;7,00;6,00;8,00;33,00;2,91;12,62;9,71;0,97
2020-09-20;30,00;3,00;3,00;7,00;39,00;2,00;10,00;7,00;1,00
2020-09-27;33,00;2,00;4,00;8,00;40,00;3,00;9,00;8,00;1,00
2020-10-04;25,00;2,00;5,00;9,00;45,00;2,00;13,00;8,00;1,00
2020-10-11;18,00;4,00;3,00;10,00;47,00;3,00;7,00;6,00;1,00
2020-10-18;18,00;1,00;4,00;7,00;48,00;2,00;7,00;7,00;1,00
2020-10-25;20,00;6,00;4,00;5,00;37,00;2,00;5,00;6,00;1,00
2020-11-01;9,00;3,00;2,00;4,00;37,00;1,00;7,00;5,00;1,00
2020-11-08;11,00;3,00;3,00;6,00;11,00;2,00;7,00;5,00;1,00
2020-11-15;6,00;3,00;4,00;7,00;15,00;4,00;6,00;5,00;1,00
2020-11-22;8,00;7,00;4,00;4,00;16,00;2,00;5,00;7,00;1,00
2020-11-29;11,00;2,00;3,00;7,00;13,00;4,00;9,00;5,00;1,00
2020-12-06;15,00;3,00;3,00;7,00;15,00;3,00;10,00;6,00;1,00
2020-12-13;10,00;2,00;3,00;4,00;14,00;2,00;5,00;7,00;1,00
2020-12-20;13,00;1,00;4,00;5,00;15,00;5,00;5,00;6,00;1,00
2020-12-27;17,00;1,00;4,00;9,00;16,00;4,00;7,00;10,00;1,00
2021-01-03;9,00;3,00;3,00;7,00;14,00;3,00;7,00;10,00;1,00
2021-01-10;14,00;8,00;3,00;6,00;12,00;4,36;8,73;9,82;1,09
2021-01-17;10,00;2,00;3,00;5,00;13,00;3,00;4,00;8,00;1,00
2021-01-24;9,00;2,00;2,00;6,00;8,00;1,00;6,00;9,00;1,00
2021-01-31;10,00;2,00;3,00;4,00;9,00;3,00;8,00;9,00;1,00
2021-02-07;16,00;3,00;3,00;6,00;7,00;3,00;5,00;7,00;1,00
2021-02-14;15,00;1,00;3,00;7,00;13,00;6,00;6,00;7,00;1,00
2021-02-21;11,00;0,00;2,00;7,00;12,00;3,00;6,00;11,00;1,00
2021-02-28;13,00;2,00;2,00;7,00;13,00;3,00;7,00;9,00;1,00
2021-03-07;16,00;8,00;4,00;5,00;13,00;2,00;7,00;8,00;1,00
2021-03-14;14,00;4,00;4,00;5,00;12,00;2,00;12,00;9,00;1,00
2021-03-21;11,00;3,00;2,00;5,00;8,00;2,29;8,00;6,86;1,14
2021-03-28;5,00;1,00;3,00;4,00;9,00;3,00;3,00;5,00;1,00
2021-04-04;16,00;2,00;4,00;7,00;10,00;3,00;6,00;5,00;1,00
2021-04-11;12,00;0,00;2,00;5,00;10,00;5,00;7,00;5,00;1,00
2021-04-18;18,00;7,00;3,00;7,00;13,00;4,00;2,00;6,00;1,00
2021-04-25;10,00;6,00;3,00;5,00;19,00;4,00;9,00;5,00;1,00
2021-05-02;16,00;1,00;5,00;7,00;29,00;4,00;11,00;8,00;1,00
2021-05-09;21,00;6,00;8,00;9,00;24,00;4,00;12,00;7,00;1,00
2021-05-16;41,00;12,00;11,00;13,00;44,00;5,12;20,47;10,23;1,02
2021-05-23;26,00;6,00;10,00;13,00;31,00;4,84;15,50;10,66;0,97
2021-05-30;31,00;1,00;7,00;14,00;33,00;6,00;20,00;8,00;1,00
2021-06-06;28,00;6,00;9,00;15,00;34,00;6,18;13,39;9,27;1,03
2021-06-13;41,00;6,00;9,00;19,00;48,00;9,00;23,00;10,00;1,00
2021-06-20;40,00;5,00;13,00;24,00;57,00;5,00;29,00;11,00;1,00
2021-06-27;47,00;15,00;11,00;14,00;57,00;8,00;23,00;12,00;1,00
2021-07-04;50,00;13,00;16,00;18,00;60,00;7,12;26,44;11,19;1,02
2021-07-11;45,00;7,00;12,00;18,00;61,00;6,00;20,00;9,00;1,00
2021-07-18;34,00;9,00;11,00;18,00;53,00;5,89;19,63;9,81;1,96
2021-07-25;40,00;12,00;10,00;18,00;59,00;8,14;25,43;11,19;1,02
2021-08-01;53,00;13,00;10,00;19,00;58,00;5,00;30,00;13,00;1,00
2021-08-08;53,00;13,00;13,00;21,00;60,00;7,00;32,00;15,00;1,00
2021-08-15;57,00;10,00;11,00;17,00;59,00;10,00;24,00;15,00;1,00
2021-08-22;46,00;9,00;12,00;17,00;60,00;9,00;21,00;14,00;1,00
2021-08-29;44,00;14,00;12,00;21,00;45,00;10,00;21,00;15,00;1,00
2021-09-05;50,00;9,00;10,00;20,00;52,00;13,25;35,69;19,37;1,02
2021-09-12;51,00;11,00;11,00;21,00;49,00;9,19;30,63;15,31;1,02
2021-09-19;61,00;14,00;10,00;21,00;58,00;11,19;27,47;19,33;1,02
2021-09-26;56,00;11,00;13,00;24,00;52,00;10,79;37,28;16,68;0,98
2021-10-03;48,00;16,00;13,00;20,00;59,00;10,00;32,00;18,00;1,00
2021-10-10;46,00;19,00;12,00;25,00;74,00;14,00;35,00;16,00;1,00
2021-10-17;53,00;23,00;12,00;20,00;69,00;12,00;39,00;17,00;1,00
2021-10-24;44,00;21,00;11,00;18,00;76,00;16,78;24,68;19,74;0,99
2021-10-31;58,00;14,00;9,00;23,00;75,00;21,00;22,00;20,00;1,00
2021-11-07;59,00;14,00;9,00;22,00;68,00;16,00;25,00;20,00;1,00
2021-11-14;55,00;14,00;9,00;24,00;67,00;12,81;27,59;17,74;0,99
2021-11-21;50,00;6,00;7,00;19,00;58,00;11,00;20,00;14,00;1,00
2021-11-28;33,00;7,00;6,00;18,00;53,00;9,00;15,00;10,00;1,00
2021-12-05;38,00;6,00;7,00;16,00;55,00;10,00;17,00;10,00;1,00
2021-12-12;45,00;10,00;8,00;14,00;56,00;8,00;23,00;9,00;1,00
2021-12-19;50,00;7,00;9,00;12,00;66,00;7,11;25,38;7,11;1,02
2021-12-26;84,00;15,00;11,00;18,00;76,00;12,00;31,00;15,00;1,00
2022-01-02;68,00;9,00;12,00;23,00;52,00;11,22;41,80;17,33;1,02
2022-01-09;70,00;4,00;9,00;23,00;50,00;7,00;29,00;20,00;1,00
2022-01-16;49,00;13,00;13,00;18,00;43,00;13,00;35,00;20,00;1,00
2022-01-23;58,00;23,00;14,00;26,00;42,00;17,00;36,00;22,00;1,00
2022-01-30;66,00;16,00;14,00;25,00;45,00;19,43;33,75;23,52;1,02
