Train;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-12-08;50,00;12,00;11,00;3,00;2,00;1,85;114,81;75,93;7,41
2019-12-15;52,00;17,00;12,00;4,00;2,00;3,71;118,86;74,29;7,43
2019-12-22;53,00;15,00;7,00;5,00;3,00;5,48;140,72;69,45;9,14
2019-12-29;48,00;17,00;17,00;3,00;2,00;5,54;138,46;90,46;7,38
2020-01-05;48,00;14,00;16,00;3,00;3,00;1,85;114,46;94,15;7,38
2020-01-12;49,00;10,00;12,00;3,00;3,00;3,63;125,22;88,93;7,26
2020-01-19;60,00;16,00;14,00;3,00;2,00;3,64;101,82;87,27;7,27
2020-01-26;55,00;11,00;5,00;4,00;1,00;1,83;121,00;86,17;5,50
2020-02-02;61,00;16,00;16,00;2,00;3,00;1,85;133,09;81,33;5,55
2020-02-09;61,00;13,00;14,00;3,00;3,00;1,85;140,48;79,48;5,55
2020-02-16;60,00;15,00;11,00;3,00;2,00;3,64;178,18;81,82;7,27
2020-02-23;58,00;8,00;8,00;2,00;3,00;1,87;168,39;82,32;5,61
2020-03-01;48,00;10,00;9,00;3,00;1,00;1,85;108,92;77,54;3,69
2020-03-08;50,00;3,00;6,00;1,00;1,00;1,85;87,04;55,56;5,56
2020-03-15;25,00;3,00;2,00;1,00;1,00;0,96;26,92;26,92;1,92
2020-03-22;14,00;1,00;0,00;0,50;0,50;1,00;18,00;12,00;2,00
2020-03-29;10,00;1,00;0,00;1,00;0,50;0,00;13,33;6,67;1,67
2020-04-05;8,00;5,00;1,00;0,50;0,50;1,00;10,00;8,00;2,00
2020-04-12;11,00;0,00;3,00;0,50;0,00;0,00;14,67;9,17;1,83
2020-04-19;11,00;3,00;1,00;0,50;0,50;0,92;11,00;7,33;1,83
2020-04-26;11,00;2,00;2,00;0,50;0,50;0,92;12,83;9,17;1,83
2020-05-03;13,00;3,00;2,00;1,00;1,00;0,93;14,86;9,29;1,86
2020-05-10;21,00;1,00;4,00;1,00;0,50;0,88;14,00;10,50;1,75
2020-05-17;26,00;1,00;4,00;1,00;0,50;0,93;16,71;11,14;1,86
2020-05-24;40,00;5,00;3,00;0,50;0,50;0,91;23,64;14,55;1,82
2020-05-31;54,00;8,00;8,00;2,00;0,50;1,86;24,21;14,90;1,86
2020-06-07;54,00;11,00;5,00;1,00;1,00;1,86;29,79;16,76;1,86
2020-06-14;58,00;17,00;7,00;2,00;1,00;1,87;37,42;22,45;3,74
2020-06-21;67,00;20,00;11,00;2,00;1,00;1,86;44,67;27,92;3,72
2020-06-28;79,00;12,00;11,00;1,00;0,50;1,84;67,98;29,40;3,67
2020-07-05;87,00;19,00;4,00;2,00;0,50;1,85;75,89;33,32;3,70
2020-07-12;77,00;16,00;6,00;2,00;1,00;3,67;80,67;38,50;1,83
2020-07-19;76,00;24,00;11,00;2,00;1,00;1,85;88,98;44,49;3,71
2020-07-26;79,00;10,00;12,00;2,00;2,00;1,84;75,33;47,77;1,84
2020-08-02;85,00;14,00;14,00;2,00;0,50;1,85;68,37;49,89;3,70
2020-08-09;80,00;15,00;7,00;2,00;2,00;3,72;61,40;48,37;3,72
2020-08-16;67,00;11,00;3,00;2,00;1,00;1,86;44,67;48,39;1,86
2020-08-23;57,00;15,00;8,00;2,00;1,00;1,84;64,35;49,65;1,84
2020-08-30;55,00;73,00;4,00;2,00;0,50;1,83;60,50;47,67;3,67
2020-09-06;54,00;32,00;8,00;1,00;1,00;1,86;44,69;44,69;3,72
2020-09-13;50,00;26,00;3,00;1,00;1,00;0,93;51,85;46,30;1,85
2020-09-20;48,00;24,00;5,00;2,00;1,00;1,85;35,08;36,92;1,85
2020-09-27;49,00;18,00;5,00;1,00;1,00;1,81;29,04;32,67;1,81
2020-10-04;52,00;6,00;5,00;1,00;1,00;1,86;33,43;35,29;1,86
2020-10-11;56,00;3,00;9,00;0,50;1,00;0,93;24,27;29,87;1,87
2020-10-18;59,00;8,00;9,00;1,00;0,00;0,92;27,66;29,50;3,69
2020-10-25;40,00;6,00;3,00;1,00;0,00;1,82;20,00;29,09;1,82
2020-11-01;22,00;6,00;1,00;0,50;0,00;0,92;14,67;18,33;1,83
2020-11-08;22,00;2,00;5,00;0,50;0,50;0,92;16,50;18,33;3,67
2020-11-15;26,00;3,00;1,00;1,00;0,50;0,93;20,43;18,57;1,86
2020-11-22;34,00;5,00;2,00;1,00;1,00;0,94;18,89;22,67;1,89
2020-11-29;39,00;6,00;8,00;1,00;1,00;0,93;22,29;26,00;1,86
2020-12-06;43,00;5,00;5,00;1,00;0,50;0,93;24,30;28,04;1,87
2020-12-13;49,00;4,00;3,00;1,00;1,00;0,91;16,33;23,59;3,63
2020-12-20;46,00;8,00;2,00;1,00;1,00;0,92;18,40;16,56;1,84
2020-12-27;47,00;10,00;2,00;1,00;0,50;1,88;18,80;15,04;3,76
2021-01-03;43,00;6,00;7,00;1,00;1,00;0,93;13,09;11,22;1,87
2021-01-10;38,00;6,00;7,00;1,00;0,50;1,81;10,86;10,86;1,81
2021-01-17;38,00;3,00;6,00;1,00;0,00;0,90;7,24;12,67;1,81
2021-01-24;37,00;4,00;5,00;1,00;1,00;0,93;12,95;12,95;1,85
2021-01-31;43,00;4,00;5,00;1,00;0,50;0,93;16,83;14,96;3,74
2021-02-07;50,00;7,00;2,00;1,00;1,00;1,85;11,11;14,81;1,85
2021-02-14;58,00;8,00;6,00;0,50;0,50;0,94;18,71;16,84;3,74
2021-02-21;50,00;4,00;5,00;1,00;1,00;1,85;24,07;22,22;3,70
2021-02-28;50,00;8,00;4,00;1,00;1,00;1,85;14,81;24,07;3,70
2021-03-07;50,00;6,00;0,00;1,00;0,50;0,93;16,67;27,78;3,70
2021-03-14;46,00;6,00;6,00;1,00;0,50;0,92;16,56;27,60;3,68
2021-03-21;40,00;6,00;2,00;0,50;0,50;0,91;20,00;30,91;3,64
2021-03-28;48,00;8,00;4,00;1,00;1,00;0,92;22,15;33,23;3,69
2021-04-04;34,00;6,00;4,00;1,00;1,00;0,89;21,47;35,79;3,58
2021-04-11;35,00;4,00;3,00;1,00;1,00;0,92;16,58;42,37;3,68
2021-04-18;42,00;4,00;5,00;1,00;1,00;1,83;21,91;43,83;3,65
2021-04-25;46,00;6,00;6,00;1,00;1,00;1,84;29,44;51,52;3,68
2021-05-02;63,00;8,00;7,00;1,00;1,00;1,85;37,06;53,74;3,71
2021-05-09;63,00;11,00;3,00;2,00;0,00;1,85;42,62;53,74;3,71
2021-05-16;61,00;8,00;6,00;2,00;2,00;1,85;35,12;64,70;3,70
2021-05-23;62,00;6,00;11,00;2,00;1,00;3,65;45,59;78,41;3,65
2021-05-30;68,00;11,00;4,00;1,00;1,00;3,68;38,59;86,38;3,68
2021-06-06;75,00;9,00;7,00;2,00;3,00;1,83;47,56;82,32;5,49
2021-06-13;75,00;15,00;7,00;2,00;1,00;1,88;54,38;69,38;5,63
2021-06-20;71,00;13,00;9,00;1,00;1,00;1,87;69,13;71,00;5,61
2021-06-27;77,00;13,00;7,00;2,00;1,00;1,83;62,33;66,00;5,50
2021-07-04;89,00;10,00;12,00;2,00;1,00;3,71;74,17;87,15;5,56
2021-07-11;83,00;15,00;12,00;3,00;2,00;1,84;70,09;86,69;5,53
2021-07-18;75,00;16,00;19,00;3,00;3,00;3,66;82,32;89,63;5,49
2021-07-25;78,00;13,00;21,00;2,00;1,00;3,71;91,00;92,86;5,57
2021-08-01;79,00;8,00;12,00;3,00;2,00;5,51;91,86;95,53;3,67
2021-08-08;75,00;4,00;11,00;3,00;3,00;3,66;89,63;98,78;3,66
2021-08-15;72,00;12,00;9,00;2,00;4,00;3,69;94,15;99,69;5,54
2021-08-22;61,00;10,00;11,00;2,00;3,00;3,70;86,88;109,06;3,70
2021-08-29;66,00;6,00;8,00;3,00;2,00;1,83;77,00;89,83;3,67
2021-09-05;66,00;9,00;10,00;2,00;3,00;3,67;71,50;86,17;5,50
2021-09-12;64,00;10,00;11,00;2,00;3,00;3,66;76,80;85,94;3,66
2021-09-19;57,00;12,00;11,00;2,00;2,00;3,68;75,39;90,10;3,68
2021-09-26;67,00;8,00;13,00;2,00;1,00;3,72;76,31;89,33;5,58
2021-10-03;68,00;11,00;11,00;2,00;3,00;3,68;91,89;82,70;5,51
2021-10-10;66,00;12,00;18,00;3,00;3,00;1,83;106,33;89,83;3,67
2021-10-17;76,00;15,00;20,00;3,00;3,00;3,71;92,68;81,56;3,71
2021-10-24;74,00;16,00;11,00;2,00;3,00;1,85;74,00;83,25;3,70
2021-10-31;67,00;18,00;8,00;2,00;2,00;1,86;68,86;70,72;3,72
2021-11-07;59,00;8,00;14,00;1,00;3,00;1,84;66,38;68,22;5,53
2021-11-14;63,00;8,00;12,00;2,00;3,00;1,85;44,47;70,41;3,71
2021-11-21;55,00;11,00;5,00;1,00;1,00;3,67;42,17;67,83;5,50
2021-11-28;54,00;5,00;10,00;1,00;2,00;1,80;36,00;57,60;3,60
2021-12-05;54,00;7,00;10,00;2,00;2,00;0,93;29,79;57,72;3,72
2021-12-12;61,00;10,00;9,00;2,00;1,00;1,85;48,06;57,30;3,70
2021-12-19;56,00;11,00;7,00;2,00;2,00;1,87;33,60;41,07;3,73
2021-12-26;54,00;10,00;14,00;1,00;1,00;3,72;37,24;50,28;3,72
2022-01-02;44,00;6,00;7,00;2,00;2,00;1,83;36,67;51,33;3,67
2022-01-09;40,00;5,00;6,00;2,00;1,00;1,90;36,19;55,24;3,81
2022-01-16;46,00;8,00;10,00;2,00;2,00;1,84;27,60;60,72;3,68
2022-01-23;57,00;6,00;9,00;1,00;2,00;3,68;34,94;58,84;3,68
2022-01-30;66,00;7,00;8,00;1,00;2,00;1,83;45,83;69,67;3,67
2022-02-06;72,00;13,00;13,00;2,00;1,00;1,85;46,15;73,85;3,69
2022-02-13;77,00;15,00;12,00;1,00;1,00;3,67;42,17;73,33;3,67
