Chambres_hotes;FR;BE;CH;DE;ES;IT;NL;GB;US
2019-09-15;28,00;47,00;33,00;10,00;7,00;133,00;38,50;45,50;10,50
2019-09-22;25,00;24,00;19,00;10,00;6,00;114,29;35,71;46,43;10,71
2019-09-29;24,00;33,00;24,00;10,00;5,00;106,29;34,29;48,00;13,71
2019-10-06;22,00;35,00;25,00;6,00;7,00;97,43;34,57;44,00;9,43
2019-10-13;22,00;24,00;13,00;6,00;6,00;113,67;33,00;47,67;11,00
2019-10-20;24,00;33,00;23,00;6,00;6,00;92,57;30,86;41,14;10,29
2019-10-27;23,00;44,00;17,00;5,00;4,00;98,57;29,57;32,86;9,86
2019-11-03;19,00;25,00;17,00;5,00;5,00;79,17;25,33;28,50;9,50
2019-11-10;23,00;31,00;17,00;5,00;4,00;82,14;16,43;32,86;9,86
2019-11-17;19,00;19,00;17,00;6,00;6,00;79,17;19,00;28,50;9,50
2019-11-24;19,00;19,00;12,00;6,00;4,00;87,40;22,80;30,40;11,40
2019-12-01;13,00;21,00;9,00;5,00;7,00;74,75;19,50;29,25;9,75
2019-12-08;19,00;27,00;10,00;4,00;4,00;79,80;26,60;30,40;11,40
2019-12-15;16,00;24,00;16,00;6,00;4,00;64,00;16,00;22,40;9,60
2019-12-22;35,00;28,00;15,00;7,00;5,00;101,50;24,50;35,00;17,50
2019-12-29;21,00;33,00;14,00;11,00;9,00;119,00;28,00;42,00;14,00
2020-01-05;20,00;45,00;12,00;9,00;6,00;80,00;30,00;40,00;13,33
2020-01-12;22,00;45,00;11,00;9,00;5,00;84,86;28,29;40,86;12,57
2020-01-19;23,00;49,00;17,00;9,00;5,00;85,43;26,29;42,71;13,14
2020-01-26;27,00;30,00;33,00;8,00;8,00;74,25;27,00;37,13;13,50
2020-02-02;29,00;40,00;18,00;9,00;7,00;90,63;32,63;47,13;14,50
2020-02-09;27,00;36,00;25,00;7,00;5,00;94,50;27,00;40,50;13,50
2020-02-16;28,00;33,00;24,00;9,00;6,00;87,50;35,00;45,50;14,00
2020-02-23;21,00;35,00;18,00;7,00;5,00;45,50;21,00;42,00;10,50
2020-03-01;20,00;32,00;8,00;5,00;4,00;46,67;16,67;36,67;10,00
2020-03-08;17,00;22,00;13,00;3,00;3,00;17,00;17,00;37,40;10,20
2020-03-15;8,00;10,00;4,00;3,00;2,00;12,00;12,00;24,00;8,00
2020-03-22;8,00;3,00;3,00;2,00;2,00;16,00;8,00;20,00;8,00
2020-03-29;10,00;11,00;6,00;2,00;1,00;13,33;6,67;13,33;3,33
2020-04-05;7,00;8,00;5,00;2,00;1,00;10,50;7,00;14,00;7,00
2020-04-12;8,00;8,00;7,00;1,00;1,00;16,00;16,00;16,00;8,00
2020-04-19;9,00;10,00;5,00;1,00;2,00;12,00;15,00;12,00;6,00
2020-04-26;8,00;12,00;11,00;2,00;1,00;20,00;28,00;20,00;8,00
2020-05-03;12,00;7,00;9,00;2,00;2,00;24,00;28,00;24,00;8,00
2020-05-10;17,00;14,00;9,00;3,00;1,00;23,80;27,20;17,00;10,20
2020-05-17;23,00;25,00;24,00;3,00;2,00;39,43;32,86;16,43;9,86
2020-05-24;26,00;18,00;16,00;2,00;2,00;59,43;40,86;18,57;11,14
2020-05-31;37,00;40,00;24,00;5,00;2,00;80,73;37,00;20,18;10,09
2020-06-07;36,00;58,00;25,00;7,00;3,00;94,91;42,55;22,91;13,09
2020-06-14;40,00;67,00;31,00;7,00;4,00;123,33;53,33;26,67;13,33
2020-06-21;43,00;55,00;29,00;7,00;4,00;175,58;50,17;35,83;14,33
2020-06-28;46,00;86,00;38,00;8,00;4,00;201,69;53,08;35,38;14,15
2020-07-05;59,00;72,00;43,00;10,00;5,00;225,59;59,00;41,65;13,88
2020-07-12;54,00;83,00;49,00;7,00;4,00;212,63;67,50;43,88;13,50
2020-07-19;50,00;72,00;39,00;7,00;6,00;226,67;60,00;56,67;13,33
2020-07-26;53,00;73,00;28,00;7,00;4,00;248,44;66,25;66,25;13,25
2020-08-02;62,00;67,00;18,00;8,00;5,00;289,33;62,00;68,89;13,78
2020-08-09;55,00;63,00;35,00;7,00;5,00;333,44;41,25;58,44;13,75
2020-08-16;50,00;47,00;17,00;6,00;5,00;292,86;53,57;64,29;14,29
2020-08-23;38,00;53,00;26,00;5,00;4,00;172,73;51,82;62,18;13,82
2020-08-30;33,00;34,00;21,00;8,00;3,00;135,30;56,10;52,80;13,20
2020-09-06;30,00;39,00;23,00;8,00;3,00;110,00;70,00;46,67;13,33
2020-09-13;29,00;37,00;22,00;4,00;3,00;87,00;45,11;41,89;12,89
2020-09-20;23,00;29,00;23,00;5,00;4,00;75,57;29,57;36,14;13,14
2020-09-27;18,00;30,00;20,00;5,00;3,00;72,00;21,60;36,00;14,40
2020-10-04;19,00;26,00;24,00;5,00;2,00;76,00;30,40;34,20;15,20
2020-10-11;20,00;28,00;13,00;3,00;3,00;50,00;13,33;30,00;16,67
2020-10-18;20,00;13,00;7,00;3,00;2,00;40,00;13,33;30,00;13,33
2020-10-25;11,00;19,00;5,00;2,00;1,00;29,33;14,67;25,67;11,00
2020-11-01;8,00;10,00;5,00;2,00;1,00;24,00;16,00;20,00;12,00
2020-11-08;9,00;18,00;7,00;1,00;2,00;21,00;12,00;18,00;12,00
2020-11-15;8,00;18,00;8,00;1,00;1,00;24,00;12,00;20,00;12,00
2020-11-22;10,00;18,00;12,00;2,00;2,00;20,00;13,33;16,67;10,00
2020-11-29;10,00;18,00;6,00;2,00;2,00;23,33;13,33;13,33;10,00
2020-12-06;9,00;19,00;4,00;1,00;2,00;21,00;15,00;15,00;9,00
2020-12-13;11,00;17,00;3,00;1,00;1,00;25,67;11,00;14,67;11,00
2020-12-20;11,00;19,00;9,00;2,00;2,00;22,00;14,67;18,33;11,00
2020-12-27;16,00;21,00;10,00;2,00;2,00;25,60;16,00;16,00;9,60
2021-01-03;13,00;16,00;9,00;2,00;2,00;19,50;16,25;16,25;13,00
2021-01-10;11,00;26,00;8,00;2,00;2,00;25,67;14,67;18,33;11,00
2021-01-17;12,00;19,00;11,00;2,00;2,00;32,00;20,00;20,00;12,00
2021-01-24;11,00;23,00;8,00;2,00;0,50;29,33;14,67;14,67;14,67
2021-01-31;15,00;20,00;11,00;2,00;2,00;41,25;18,75;15,00;15,00
2021-02-07;18,00;24,00;7,00;2,00;3,00;39,60;21,60;14,40;14,40
2021-02-14;20,00;27,00;16,00;2,00;1,00;36,67;30,00;16,67;13,33
2021-02-21;21,00;17,00;17,00;2,00;1,00;38,50;31,50;24,50;10,50
2021-02-28;22,00;21,00;6,00;1,00;2,00;33,00;29,33;25,67;14,67
2021-03-07;19,00;24,00;11,00;3,00;2,00;28,50;22,17;22,17;12,67
2021-03-14;20,00;20,00;17,00;2,00;2,00;30,00;26,67;26,67;13,33
2021-03-21;16,00;26,00;14,00;2,00;3,00;32,00;32,00;22,40;16,00
2021-03-28;15,00;14,00;13,00;2,00;3,00;30,00;27,00;21,00;12,00
2021-04-04;13,00;37,00;12,00;2,00;1,00;39,00;39,00;22,75;16,25
2021-04-11;16,00;32,00;13,00;2,00;3,00;44,80;41,60;22,40;16,00
2021-04-18;21,00;25,00;12,00;2,00;2,00;56,00;42,00;31,50;21,00
2021-04-25;29,00;38,00;14,00;2,00;4,00;68,88;47,13;36,25;21,75
2021-05-02;39,00;37,00;16,00;2,00;3,00;92,18;49,64;35,45;21,27
2021-05-09;34,00;41,00;21,00;4,00;3,00;85,00;44,20;40,80;23,80
2021-05-16;36,00;44,00;27,00;5,00;5,00;108,00;36,00;39,27;19,64
2021-05-23;36,00;45,00;21,00;6,00;4,00;121,09;39,27;52,36;19,64
2021-05-30;32,00;33,00;29,00;6,00;4,00;156,44;46,22;49,78;17,78
2021-06-06;34,00;52,00;30,00;6,00;4,00;156,40;44,20;47,60;17,00
2021-06-13;33,00;56,00;10,00;8,00;4,00;171,60;39,60;42,90;16,50
2021-06-20;33,00;46,00;31,00;7,00;5,00;178,20;49,50;46,20;16,50
2021-06-27;33,00;66,00;22,00;7,00;5,00;188,10;49,50;49,50;16,50
2021-07-04;41,00;72,00;42,00;9,00;7,00;208,42;58,08;51,25;17,08
2021-07-11;39,00;65,00;38,00;8,00;6,00;205,64;78,00;60,27;17,73
2021-07-18;41,00;84,00;24,00;9,00;7,00;239,17;82,00;58,08;17,08
2021-07-25;46,00;65,00;28,00;9,00;7,00;247,69;88,46;67,23;17,69
2021-08-01;51,00;69,00;37,00;11,00;5,00;272,00;98,60;64,60;17,00
2021-08-08;53,00;71,00;31,00;9,00;6,00;353,33;116,60;70,67;17,67
2021-08-15;44,00;70,00;37,00;8,00;7,00;277,54;104,92;67,69;16,92
2021-08-22;37,00;51,00;27,00;9,00;5,00;198,45;104,27;60,55;16,82
2021-08-29;30,00;53,00;36,00;6,00;4,00;160,00;80,00;46,67;16,67
2021-09-05;31,00;43,00;28,00;6,00;6,00;134,33;48,22;44,78;17,22
2021-09-12;29,00;34,00;14,00;7,00;4,00;126,88;47,13;50,75;18,13
2021-09-19;25,00;38,00;18,00;5,00;4,00;103,57;42,86;42,86;17,86
2021-09-26;21,00;31,00;29,00;8,00;5,00;101,50;28,00;35,00;17,50
2021-10-03;20,00;26,00;14,00;5,00;6,00;86,67;33,33;33,33;13,33
2021-10-10;24,00;28,00;18,00;5,00;5,00;96,00;34,29;30,86;17,14
2021-10-17;25,00;32,00;11,00;5,00;4,00;100,00;28,57;32,14;14,29
2021-10-24;19,00;43,00;18,00;4,00;4,00;98,17;28,50;28,50;15,83
